PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
2019-07-29,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-05-14,LB27,Managed Payout,Your Prediction
2019-11-19,BJ34,Target Retirement 2045 Trust,Your Prediction
2020-10-15,FO91,VCEP Growth Select,Your Prediction
2019-10-23,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2019-10-14,SC81,Target Retirement 2030,Your Prediction
2020-08-27,GH33,Institutional Target Retirement 2030,Your Prediction
2019-10-10,AR74,Target Retirement 2020,Your Prediction
2019-09-12,AR74,Target Retirement 2020,Your Prediction
2019-01-29,FF72,VCEP Moderate Growth,Your Prediction
2019-05-20,VD43,Target Retirement 2055 Trust,Your Prediction
2020-02-19,BU54,Target Retirement 2035 Trust,Your Prediction
2020-08-25,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2020-07-08,PK73,Target Retirement 2045,Your Prediction
2020-09-17,KC47,VCEP Wellington Pool Standard,Your Prediction
2019-01-23,AR74,Target Retirement 2020,Your Prediction
2020-03-11,GF52,Institutional Target Retirement 2020,Your Prediction
2019-08-09,ES45,Target Retirement 2060,Your Prediction
2020-04-03,EE12,VCEP Balanced Pool Select,Your Prediction
2020-02-14,GH86,Institutional Target Retirement 2040,Your Prediction
2019-12-02,RA76,Target Retirement 2035,Your Prediction
2019-09-18,GT42,Diversified Equity,Your Prediction
2020-08-10,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-09-10,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-05-15,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-06-12,MS84,VCEP ESG International Stock Pool Select,Your Prediction
2019-10-09,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2019-10-10,ZL62,VCEP Total International Stock Select,Your Prediction
2020-07-22,ZL62,VCEP Total International Stock Select,Your Prediction
2019-11-25,BZ66,VCEP Conservative Growth Select,Your Prediction
2020-07-28,BJ34,Target Retirement 2045 Trust,Your Prediction
2019-06-26,GL58,Institutional Target Retirement 2055,Your Prediction
2019-09-20,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-05-12,ES45,Target Retirement 2060,Your Prediction
2019-04-04,BA68,Target Retirement 2025 Trust,Your Prediction
2019-08-06,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-04-24,VX99,VCEP Pacific Stock Select,Your Prediction
2020-01-14,RP13,VVIF - Conservative Allocation,Your Prediction
2020-09-01,TP59,VCEP Moderate Growth Select,Your Prediction
2020-06-22,GX91,Target Retirement 2060 Trust,Your Prediction
2019-12-30,GI25,Institutional Target Retirement 2045,Your Prediction
2020-01-23,GO52,Institutional Target Retirement 2060,Your Prediction
2019-10-18,DR43,LifeStrategy Income,Your Prediction
2020-08-25,EZ71,Target Retirement 2015,Your Prediction
2020-06-25,OR28,VCEP ESG Global Stock Pool Select,Your Prediction
2019-03-29,GF79,Institutional Target Retirement 2025,Your Prediction
2019-01-24,OK18,VCEP Short-Term Bond,Your Prediction
2019-08-01,GI25,Institutional Target Retirement 2045,Your Prediction
2019-09-05,HB83,VCEP Total US Stock,Your Prediction
2019-05-07,BJ34,Target Retirement 2045 Trust,Your Prediction
2020-05-20,BX99,VCEP European Stock Select,Your Prediction
2020-03-19,DR43,LifeStrategy Income,Your Prediction
2020-01-31,GH33,Institutional Target Retirement 2030,Your Prediction
2019-09-27,BA68,Target Retirement 2025 Trust,Your Prediction
2019-01-29,UX52,VCEP Total Equity Select,Your Prediction
2019-04-05,BA68,Target Retirement 2025 Trust,Your Prediction
2020-02-05,IS98,VVIF - Total Stock Market Index,Your Prediction
2020-10-02,FF72,VCEP Moderate Growth,Your Prediction
2020-07-02,OM24,Target Retirement Income,Your Prediction
2020-06-15,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-01-06,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2020-07-24,WQ15,LifeStrategy Growth,Your Prediction
2020-03-25,BU54,Target Retirement 2035 Trust,Your Prediction
2019-08-09,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-03-14,DT81,Target Retirement 2040,Your Prediction
2019-07-11,DT81,Target Retirement 2040,Your Prediction
2019-11-29,GI46,Institutional Target Retirement 2050,Your Prediction
2019-07-25,GF52,Institutional Target Retirement 2020,Your Prediction
2019-12-05,GH33,Institutional Target Retirement 2030,Your Prediction
2019-04-22,VX99,VCEP Pacific Stock Select,Your Prediction
2019-02-13,UX52,VCEP Total Equity Select,Your Prediction
2020-06-29,OW53,VCEP Total International Stock,Your Prediction
2020-01-23,RA76,Target Retirement 2035,Your Prediction
2019-07-31,XQ97,VVIF - Global Bond Index Portfolio,Your Prediction
2019-04-08,OW53,VCEP Total International Stock,Your Prediction
2020-08-10,ES45,Target Retirement 2060,Your Prediction
2020-05-08,IQ22,VCEP European Stock,Your Prediction
2019-02-19,GI25,Institutional Target Retirement 2045,Your Prediction
2020-07-24,DT81,Target Retirement 2040,Your Prediction
2020-05-07,GP48,Institutional Target Retirement Income,Your Prediction
2019-10-01,VX99,VCEP Pacific Stock Select,Your Prediction
2020-03-13,TN68,VCEP Total Bond,Your Prediction
2019-04-11,PJ33,Target Retirement 2015 Trust,Your Prediction
2020-03-05,GD89,Institutional Target Retirement 2015,Your Prediction
2020-06-30,GF79,Institutional Target Retirement 2025,Your Prediction
2019-03-27,ZZ55,Target Retirement 2050 Trust,Your Prediction
2020-01-28,ZZ55,Target Retirement 2050 Trust,Your Prediction
2020-02-12,OK18,VCEP Short-Term Bond,Your Prediction
2019-04-29,IS98,VVIF - Total Stock Market Index,Your Prediction
2020-05-01,HB83,VCEP Total US Stock,Your Prediction
2019-10-14,TN68,VCEP Total Bond,Your Prediction
2020-08-19,NR67,VCEP Conservative Growth,Your Prediction
2019-11-15,GO52,Institutional Target Retirement 2060,Your Prediction
2020-07-17,CF48,Target Retirement 2050,Your Prediction
2019-09-23,ZD97,VCEP Total International Bond Pool Select,Your Prediction
2020-01-16,MK83,VCEP Total Bond Select,Your Prediction
2019-04-02,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-10-25,GH33,Institutional Target Retirement 2030,Your Prediction
2019-07-19,GI46,Institutional Target Retirement 2050,Your Prediction
2019-04-01,OR28,VCEP ESG Global Stock Pool Select,Your Prediction
2020-09-16,OW53,VCEP Total International Stock,Your Prediction
2019-11-21,OM24,Target Retirement Income,Your Prediction
2019-03-15,GV13,Target Retirement 2020 Trust,Your Prediction
2019-09-09,ID15,VCEP Income Pool Select,Your Prediction
2020-09-01,FO91,VCEP Growth Select,Your Prediction
2020-08-20,PJ33,Target Retirement 2015 Trust,Your Prediction
2020-04-29,LF34,VCEP Income Pool Standard,Your Prediction
2020-07-10,GH33,Institutional Target Retirement 2030,Your Prediction
2019-08-06,RV91,Target Retirement Income Trust,Your Prediction
2019-05-24,RP13,VVIF - Conservative Allocation,Your Prediction
2020-08-14,RK97,VCEP Growth,Your Prediction
2019-09-16,GL58,Institutional Target Retirement 2055,Your Prediction
2019-05-28,NL73,STAR,Your Prediction
2020-08-13,NR67,VCEP Conservative Growth,Your Prediction
2020-01-14,GI46,Institutional Target Retirement 2050,Your Prediction
2020-08-24,ZD97,VCEP Total International Bond Pool Select,Your Prediction
2020-04-14,JI82,Target Retirement 2040 Trust,Your Prediction
2019-10-21,ZL62,VCEP Total International Stock Select,Your Prediction
2020-08-24,ZL62,VCEP Total International Stock Select,Your Prediction
2019-03-06,PK73,Target Retirement 2045,Your Prediction
2019-01-25,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-07-30,MI13,VCEP Money Market Select,Your Prediction
2019-08-23,GO58,Institutional Target Retirement 2065,Your Prediction
2020-05-08,TN68,VCEP Total Bond,Your Prediction
2020-03-12,GI46,Institutional Target Retirement 2050,Your Prediction
2019-05-29,JI82,Target Retirement 2040 Trust,Your Prediction
2020-05-26,UX52,VCEP Total Equity Select,Your Prediction
2020-06-30,DT81,Target Retirement 2040,Your Prediction
2020-08-13,FF72,VCEP Moderate Growth,Your Prediction
2019-05-15,GO52,Institutional Target Retirement 2060,Your Prediction
2020-08-31,GF79,Institutional Target Retirement 2025,Your Prediction
2020-04-20,TP59,VCEP Moderate Growth Select,Your Prediction
2020-07-16,ZZ55,Target Retirement 2050 Trust,Your Prediction
2019-02-20,NL73,STAR,Your Prediction
2019-01-25,VD43,Target Retirement 2055 Trust,Your Prediction
2019-08-02,CX21,VCEP Money Market,Your Prediction
2020-08-14,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2019-03-26,RV91,Target Retirement Income Trust,Your Prediction
2020-02-25,CX21,VCEP Money Market,Your Prediction
2019-09-26,GX91,Target Retirement 2060 Trust,Your Prediction
2020-07-08,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2019-04-08,JI82,Target Retirement 2040 Trust,Your Prediction
2019-06-19,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-09-20,NL73,STAR,Your Prediction
2019-11-18,ZL62,VCEP Total International Stock Select,Your Prediction
2020-06-08,ZS87,Target Retirement 2055,Your Prediction
2020-06-17,VG84,Target Retirement 2025,Your Prediction
2019-08-28,ES45,Target Retirement 2060,Your Prediction
2019-06-06,BA68,Target Retirement 2025 Trust,Your Prediction
2020-01-21,FF72,VCEP Moderate Growth,Your Prediction
2019-04-04,GH33,Institutional Target Retirement 2030,Your Prediction
2019-07-31,ID15,VCEP Income Pool Select,Your Prediction
2020-01-22,GI46,Institutional Target Retirement 2050,Your Prediction
2019-02-28,TP59,VCEP Moderate Growth Select,Your Prediction
2019-10-01,AY24,VCEP Short-Term Bond Select,Your Prediction
2020-08-17,RV91,Target Retirement Income Trust,Your Prediction
2020-02-26,BX99,VCEP European Stock Select,Your Prediction
2019-10-14,BX99,VCEP European Stock Select,Your Prediction
2019-08-20,SC81,Target Retirement 2030,Your Prediction
2019-01-28,GO52,Institutional Target Retirement 2060,Your Prediction
2019-04-16,AR74,Target Retirement 2020,Your Prediction
2020-01-21,IS98,VVIF - Total Stock Market Index,Your Prediction
2019-09-18,GX91,Target Retirement 2060 Trust,Your Prediction
2019-02-05,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2019-12-27,PJ82,Target Retirement 2030 Trust,Your Prediction
2019-08-23,ZS87,Target Retirement 2055,Your Prediction
2019-10-25,CF48,Target Retirement 2050,Your Prediction
2019-11-19,ZL62,VCEP Total International Stock Select,Your Prediction
2019-03-07,ID15,VCEP Income Pool Select,Your Prediction
2020-08-26,GV13,Target Retirement 2020 Trust,Your Prediction
2020-02-27,HB83,VCEP Total US Stock,Your Prediction
2019-01-22,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2020-03-16,GT42,Diversified Equity,Your Prediction
2019-03-01,LF34,VCEP Income Pool Standard,Your Prediction
2019-11-08,ZS87,Target Retirement 2055,Your Prediction
2020-09-25,TP59,VCEP Moderate Growth Select,Your Prediction
2020-10-12,ES45,Target Retirement 2060,Your Prediction
2020-05-28,PK73,Target Retirement 2045,Your Prediction
2020-06-22,GH33,Institutional Target Retirement 2030,Your Prediction
2019-10-18,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2020-10-12,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-02-01,GF52,Institutional Target Retirement 2020,Your Prediction
2019-10-07,MK83,VCEP Total Bond Select,Your Prediction
2019-10-15,DT81,Target Retirement 2040,Your Prediction
2019-12-10,GP48,Institutional Target Retirement Income,Your Prediction
2020-04-06,GF79,Institutional Target Retirement 2025,Your Prediction
2020-10-09,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-08-27,OK18,VCEP Short-Term Bond,Your Prediction
2020-02-26,DT81,Target Retirement 2040,Your Prediction
2019-09-25,DR43,LifeStrategy Income,Your Prediction
2019-08-29,LF34,VCEP Income Pool Standard,Your Prediction
2020-02-19,GH86,Institutional Target Retirement 2040,Your Prediction
2020-05-29,TN68,VCEP Total Bond,Your Prediction
2019-11-15,VX99,VCEP Pacific Stock Select,Your Prediction
2019-05-13,VD43,Target Retirement 2055 Trust,Your Prediction
2019-04-25,MK83,VCEP Total Bond Select,Your Prediction
2019-11-20,GT42,Diversified Equity,Your Prediction
2019-05-06,IS98,VVIF - Total Stock Market Index,Your Prediction
2020-10-12,EZ71,Target Retirement 2015,Your Prediction
2020-03-18,TN68,VCEP Total Bond,Your Prediction
2020-01-10,BA68,Target Retirement 2025 Trust,Your Prediction
2020-10-01,EE12,VCEP Balanced Pool Select,Your Prediction
2019-04-24,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-04-09,ID15,VCEP Income Pool Select,Your Prediction
2019-04-23,GX91,Target Retirement 2060 Trust,Your Prediction
2019-09-04,DR43,LifeStrategy Income,Your Prediction
2019-01-28,PK73,Target Retirement 2045,Your Prediction
2019-05-21,AY24,VCEP Short-Term Bond Select,Your Prediction
2019-04-22,VG84,Target Retirement 2025,Your Prediction
2019-08-22,ZL62,VCEP Total International Stock Select,Your Prediction
2020-09-10,RV91,Target Retirement Income Trust,Your Prediction
2020-07-07,MS84,VCEP ESG International Stock Pool Select,Your Prediction
2019-09-25,IQ22,VCEP European Stock,Your Prediction
2019-05-01,BZ66,VCEP Conservative Growth Select,Your Prediction
2019-05-31,GX91,Target Retirement 2060 Trust,Your Prediction
2020-06-12,GO58,Institutional Target Retirement 2065,Your Prediction
2019-10-01,RP13,VVIF - Conservative Allocation,Your Prediction
2019-01-28,RV91,Target Retirement Income Trust,Your Prediction
2020-09-04,GD89,Institutional Target Retirement 2015,Your Prediction
2020-01-27,GP48,Institutional Target Retirement Income,Your Prediction
2020-05-12,WJ68,LifeStrategy Moderate Growth,Your Prediction
2019-11-22,GF52,Institutional Target Retirement 2020,Your Prediction
2020-05-18,GF79,Institutional Target Retirement 2025,Your Prediction
2020-06-23,GX91,Target Retirement 2060 Trust,Your Prediction
2020-10-06,TN68,VCEP Total Bond,Your Prediction
2020-09-22,LB27,Managed Payout,Your Prediction
2020-01-06,JI82,Target Retirement 2040 Trust,Your Prediction
2019-11-25,UX52,VCEP Total Equity Select,Your Prediction
2019-08-26,LB27,Managed Payout,Your Prediction
2019-10-03,BZ66,VCEP Conservative Growth Select,Your Prediction
2019-07-08,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2019-07-15,GD89,Institutional Target Retirement 2015,Your Prediction
2019-03-18,GH86,Institutional Target Retirement 2040,Your Prediction
2019-06-18,SC81,Target Retirement 2030,Your Prediction
2020-04-06,RP13,VVIF - Conservative Allocation,Your Prediction
2019-11-26,ID15,VCEP Income Pool Select,Your Prediction
2020-08-04,LS11,VCEP Total Equity,Your Prediction
2019-10-24,UX52,VCEP Total Equity Select,Your Prediction
2019-06-11,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2019-11-06,FO91,VCEP Growth Select,Your Prediction
2019-11-15,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-06-29,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-04-29,GH86,Institutional Target Retirement 2040,Your Prediction
2020-09-16,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2019-09-25,FO91,VCEP Growth Select,Your Prediction
2019-04-09,VG84,Target Retirement 2025,Your Prediction
2019-01-30,OM24,Target Retirement Income,Your Prediction
2019-06-28,NL73,STAR,Your Prediction
2020-05-04,GI46,Institutional Target Retirement 2050,Your Prediction
2019-09-27,JI82,Target Retirement 2040 Trust,Your Prediction
2020-01-15,BA68,Target Retirement 2025 Trust,Your Prediction
2020-08-14,GH86,Institutional Target Retirement 2040,Your Prediction
2019-02-06,ID15,VCEP Income Pool Select,Your Prediction
2019-02-04,GD89,Institutional Target Retirement 2015,Your Prediction
2020-09-22,WJ68,LifeStrategy Moderate Growth,Your Prediction
2020-08-11,BA68,Target Retirement 2025 Trust,Your Prediction
2019-12-31,GV13,Target Retirement 2020 Trust,Your Prediction
2020-07-28,GO52,Institutional Target Retirement 2060,Your Prediction
2019-09-13,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2019-02-12,GF52,Institutional Target Retirement 2020,Your Prediction
2019-11-01,BJ34,Target Retirement 2045 Trust,Your Prediction
2020-01-15,TP59,VCEP Moderate Growth Select,Your Prediction
2019-03-28,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-03-21,ZS87,Target Retirement 2055,Your Prediction
2019-09-03,FF72,VCEP Moderate Growth,Your Prediction
2019-09-17,PJ82,Target Retirement 2030 Trust,Your Prediction
2019-12-06,RA76,Target Retirement 2035,Your Prediction
2019-02-25,GF52,Institutional Target Retirement 2020,Your Prediction
2019-08-30,DT81,Target Retirement 2040,Your Prediction
2020-06-04,PJ82,Target Retirement 2030 Trust,Your Prediction
2020-08-31,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2019-04-01,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-09-19,GI46,Institutional Target Retirement 2050,Your Prediction
2020-07-08,GF79,Institutional Target Retirement 2025,Your Prediction
2019-09-11,WJ68,LifeStrategy Moderate Growth,Your Prediction
2019-01-28,ES45,Target Retirement 2060,Your Prediction
2020-10-13,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2019-06-06,LF34,VCEP Income Pool Standard,Your Prediction
2020-03-23,IS98,VVIF - Total Stock Market Index,Your Prediction
2019-10-07,ZS87,Target Retirement 2055,Your Prediction
2019-12-02,BX99,VCEP European Stock Select,Your Prediction
2019-02-21,UH89,VCEP Wellington Pool Select,Your Prediction
2019-03-19,GF52,Institutional Target Retirement 2020,Your Prediction
2020-08-05,VD43,Target Retirement 2055 Trust,Your Prediction
2019-03-20,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-10-14,BU54,Target Retirement 2035 Trust,Your Prediction
2020-08-31,MI13,VCEP Money Market Select,Your Prediction
2019-03-21,BJ34,Target Retirement 2045 Trust,Your Prediction
2020-09-23,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-06-02,ZZ55,Target Retirement 2050 Trust,Your Prediction
2019-12-06,GH72,Institutional Target Retirement 2035,Your Prediction
2020-01-06,GP48,Institutional Target Retirement Income,Your Prediction
2019-06-14,BA68,Target Retirement 2025 Trust,Your Prediction
2019-04-02,TN68,VCEP Total Bond,Your Prediction
2019-09-10,GD89,Institutional Target Retirement 2015,Your Prediction
2019-05-08,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2019-08-20,OM24,Target Retirement Income,Your Prediction
2020-09-03,GI46,Institutional Target Retirement 2050,Your Prediction
