,PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
492,2019-08-01,GI25,Institutional Target Retirement 2045,0
493,2019-09-05,HB83,VCEP Total US Stock,0
494,2019-05-07,BJ34,Target Retirement 2045 Trust,0
495,2020-05-20,BX99,VCEP European Stock Select,0
496,2020-03-19,DR43,LifeStrategy Income,0
497,2020-01-31,GH33,Institutional Target Retirement 2030,0
498,2019-09-27,BA68,Target Retirement 2025 Trust,0
499,2019-01-29,UX52,VCEP Total Equity Select,0
500,2019-04-05,BA68,Target Retirement 2025 Trust,0
501,2020-02-05,IS98,VVIF - Total Stock Market Index,0
502,2020-10-02,FF72,VCEP Moderate Growth,0
503,2020-07-02,OM24,Target Retirement Income,0
504,2020-06-15,XC71,VVIF - Moderate Allocation Portfolio,0
505,2020-01-06,MS87,VCEP ESG U.S. Stock Pool Select,0
506,2020-07-24,WQ15,LifeStrategy Growth,0
507,2020-03-25,BU54,Target Retirement 2035 Trust,0
508,2019-08-09,XC71,VVIF - Moderate Allocation Portfolio,0
509,2019-03-14,DT81,Target Retirement 2040,0
510,2019-07-11,DT81,Target Retirement 2040,0
511,2019-11-29,GI46,Institutional Target Retirement 2050,0
512,2019-07-25,GF52,Institutional Target Retirement 2020,0
513,2019-12-05,GH33,Institutional Target Retirement 2030,0
514,2019-04-22,VX99,VCEP Pacific Stock Select,0
515,2019-02-13,UX52,VCEP Total Equity Select,0
516,2020-06-29,OW53,VCEP Total International Stock,0
517,2020-01-23,RA76,Target Retirement 2035,0
518,2019-07-31,XQ97,VVIF - Global Bond Index Portfolio,0
519,2019-04-08,OW53,VCEP Total International Stock,0
520,2020-08-10,ES45,Target Retirement 2060,0
521,2020-05-08,IQ22,VCEP European Stock,0
522,2019-02-19,GI25,Institutional Target Retirement 2045,0
523,2020-07-24,DT81,Target Retirement 2040,0
524,2020-05-07,GP48,Institutional Target Retirement Income,0
525,2019-10-01,VX99,VCEP Pacific Stock Select,0
526,2020-03-13,TN68,VCEP Total Bond,0
527,2019-04-11,PJ33,Target Retirement 2015 Trust,0
528,2020-03-05,GD89,Institutional Target Retirement 2015,0
529,2020-06-30,GF79,Institutional Target Retirement 2025,0
530,2019-03-27,ZZ55,Target Retirement 2050 Trust,0
531,2020-01-28,ZZ55,Target Retirement 2050 Trust,0
532,2020-02-12,OK18,VCEP Short-Term Bond,0
533,2019-04-29,IS98,VVIF - Total Stock Market Index,0
534,2020-05-01,HB83,VCEP Total US Stock,0
535,2019-10-14,TN68,VCEP Total Bond,0
536,2020-08-19,NR67,VCEP Conservative Growth,0
537,2019-11-15,GO52,Institutional Target Retirement 2060,0
538,2020-07-17,CF48,Target Retirement 2050,0
539,2019-09-23,ZD97,VCEP Total International Bond Pool Select,0
540,2020-01-16,MK83,VCEP Total Bond Select,0
541,2019-04-02,CE55,VCEP Emerging Markets Stock Select,0
542,2019-10-25,GH33,Institutional Target Retirement 2030,0
543,2019-07-19,GI46,Institutional Target Retirement 2050,0
544,2019-04-01,OR28,VCEP ESG Global Stock Pool Select,0
545,2020-09-16,OW53,VCEP Total International Stock,0
546,2019-11-21,OM24,Target Retirement Income,0
547,2019-03-15,GV13,Target Retirement 2020 Trust,0
548,2019-09-09,ID15,VCEP Income Pool Select,0
549,2020-09-01,FO91,VCEP Growth Select,0
550,2020-08-20,PJ33,Target Retirement 2015 Trust,0
551,2020-04-29,LF34,VCEP Income Pool Standard,0
552,2020-07-10,GH33,Institutional Target Retirement 2030,0
553,2019-08-06,RV91,Target Retirement Income Trust,0
554,2019-05-24,RP13,VVIF - Conservative Allocation,0
555,2020-08-14,RK97,VCEP Growth,0
556,2019-09-16,GL58,Institutional Target Retirement 2055,0
557,2019-05-28,NL73,STAR,0
558,2020-08-13,NR67,VCEP Conservative Growth,0
559,2020-01-14,GI46,Institutional Target Retirement 2050,0
560,2020-08-24,ZD97,VCEP Total International Bond Pool Select,0
561,2020-04-14,JI82,Target Retirement 2040 Trust,0
562,2019-10-21,ZL62,VCEP Total International Stock Select,0
563,2020-08-24,ZL62,VCEP Total International Stock Select,0
564,2019-03-06,PK73,Target Retirement 2045,0
565,2019-01-25,PJ33,Target Retirement 2015 Trust,0
566,2019-07-30,MI13,VCEP Money Market Select,0
567,2019-08-23,GO58,Institutional Target Retirement 2065,0
568,2020-05-08,TN68,VCEP Total Bond,0
569,2020-03-12,GI46,Institutional Target Retirement 2050,0
570,2019-05-29,JI82,Target Retirement 2040 Trust,0
571,2020-05-26,UX52,VCEP Total Equity Select,0
572,2020-06-30,DT81,Target Retirement 2040,0
573,2020-08-13,FF72,VCEP Moderate Growth,0
574,2019-05-15,GO52,Institutional Target Retirement 2060,0
575,2020-08-31,GF79,Institutional Target Retirement 2025,0
576,2020-04-20,TP59,VCEP Moderate Growth Select,0
577,2020-07-16,ZZ55,Target Retirement 2050 Trust,0
578,2019-02-20,NL73,STAR,0
579,2019-01-25,VD43,Target Retirement 2055 Trust,0
580,2019-08-02,CX21,VCEP Money Market,0
581,2020-08-14,AZ74,VCEP Total International Bond Pool Standard,0
582,2019-03-26,RV91,Target Retirement Income Trust,0
583,2020-02-25,CX21,VCEP Money Market,0
584,2019-09-26,GX91,Target Retirement 2060 Trust,0
585,2020-07-08,KN63,VCEP ESG U.S. Stock Pool,0
586,2019-04-08,JI82,Target Retirement 2040 Trust,0
587,2019-06-19,GP68,VCEP Emerging Markets Stock,0
588,2019-09-20,NL73,STAR,0
589,2019-11-18,ZL62,VCEP Total International Stock Select,0
590,2020-06-08,ZS87,Target Retirement 2055,0
591,2020-06-17,VG84,Target Retirement 2025,0
592,2019-08-28,ES45,Target Retirement 2060,0
593,2019-06-06,BA68,Target Retirement 2025 Trust,0
594,2020-01-21,FF72,VCEP Moderate Growth,0
595,2019-04-04,GH33,Institutional Target Retirement 2030,0
596,2019-07-31,ID15,VCEP Income Pool Select,0
597,2020-01-22,GI46,Institutional Target Retirement 2050,0
598,2019-02-28,TP59,VCEP Moderate Growth Select,0
599,2019-10-01,AY24,VCEP Short-Term Bond Select,0
600,2020-08-17,RV91,Target Retirement Income Trust,0
601,2020-02-26,BX99,VCEP European Stock Select,0
602,2019-10-14,BX99,VCEP European Stock Select,0
603,2019-08-20,SC81,Target Retirement 2030,0
604,2019-01-28,GO52,Institutional Target Retirement 2060,0
605,2019-04-16,AR74,Target Retirement 2020,0
606,2020-01-21,IS98,VVIF - Total Stock Market Index,0
607,2019-09-18,GX91,Target Retirement 2060 Trust,0
608,2019-02-05,MS87,VCEP ESG U.S. Stock Pool Select,0
609,2019-12-27,PJ82,Target Retirement 2030 Trust,0
610,2019-08-23,ZS87,Target Retirement 2055,0
611,2019-10-25,CF48,Target Retirement 2050,0
612,2019-11-19,ZL62,VCEP Total International Stock Select,0
613,2019-03-07,ID15,VCEP Income Pool Select,0
614,2020-08-26,GV13,Target Retirement 2020 Trust,0
615,2020-02-27,HB83,VCEP Total US Stock,0
616,2019-01-22,AZ74,VCEP Total International Bond Pool Standard,0
617,2020-03-16,GT42,Diversified Equity,0
618,2019-03-01,LF34,VCEP Income Pool Standard,0
619,2019-11-08,ZS87,Target Retirement 2055,0
620,2020-09-25,TP59,VCEP Moderate Growth Select,0
621,2020-10-12,ES45,Target Retirement 2060,0
622,2020-05-28,PK73,Target Retirement 2045,0
623,2020-06-22,GH33,Institutional Target Retirement 2030,0
624,2019-10-18,CE55,VCEP Emerging Markets Stock Select,0
625,2020-10-12,CE55,VCEP Emerging Markets Stock Select,0
626,2019-02-01,GF52,Institutional Target Retirement 2020,0
627,2019-10-07,MK83,VCEP Total Bond Select,0
628,2019-10-15,DT81,Target Retirement 2040,0
629,2019-12-10,GP48,Institutional Target Retirement Income,0
630,2020-04-06,GF79,Institutional Target Retirement 2025,0
631,2020-10-09,GP68,VCEP Emerging Markets Stock,0
632,2019-08-27,OK18,VCEP Short-Term Bond,0
633,2020-02-26,DT81,Target Retirement 2040,0
634,2019-09-25,DR43,LifeStrategy Income,0
635,2019-08-29,LF34,VCEP Income Pool Standard,0
636,2020-02-19,GH86,Institutional Target Retirement 2040,0
637,2020-05-29,TN68,VCEP Total Bond,0
638,2019-11-15,VX99,VCEP Pacific Stock Select,0
639,2019-05-13,VD43,Target Retirement 2055 Trust,0
640,2019-04-25,MK83,VCEP Total Bond Select,0
641,2019-11-20,GT42,Diversified Equity,0
642,2019-05-06,IS98,VVIF - Total Stock Market Index,0
643,2020-10-12,EZ71,Target Retirement 2015,0
644,2020-03-18,TN68,VCEP Total Bond,0
645,2020-01-10,BA68,Target Retirement 2025 Trust,0
646,2020-10-01,EE12,VCEP Balanced Pool Select,0
647,2019-04-24,CF14,LifeStrategy Conservative Growth,0
648,2020-04-09,ID15,VCEP Income Pool Select,0
649,2019-04-23,GX91,Target Retirement 2060 Trust,0
650,2019-09-04,DR43,LifeStrategy Income,0
651,2019-01-28,PK73,Target Retirement 2045,0
652,2019-05-21,AY24,VCEP Short-Term Bond Select,0
653,2019-04-22,VG84,Target Retirement 2025,0
654,2019-08-22,ZL62,VCEP Total International Stock Select,0
655,2020-09-10,RV91,Target Retirement Income Trust,0
656,2020-07-07,MS84,VCEP ESG International Stock Pool Select,0
657,2019-09-25,IQ22,VCEP European Stock,0
658,2019-05-01,BZ66,VCEP Conservative Growth Select,0
659,2019-05-31,GX91,Target Retirement 2060 Trust,0
660,2020-06-12,GO58,Institutional Target Retirement 2065,0
661,2019-10-01,RP13,VVIF - Conservative Allocation,0
662,2019-01-28,RV91,Target Retirement Income Trust,0
663,2020-09-04,GD89,Institutional Target Retirement 2015,0
664,2020-01-27,GP48,Institutional Target Retirement Income,0
665,2020-05-12,WJ68,LifeStrategy Moderate Growth,0
666,2019-11-22,GF52,Institutional Target Retirement 2020,0
667,2020-05-18,GF79,Institutional Target Retirement 2025,0
668,2020-06-23,GX91,Target Retirement 2060 Trust,0
669,2020-10-06,TN68,VCEP Total Bond,0
670,2020-09-22,LB27,Managed Payout,0
671,2020-01-06,JI82,Target Retirement 2040 Trust,0
672,2019-11-25,UX52,VCEP Total Equity Select,0
673,2019-08-26,LB27,Managed Payout,0
674,2019-10-03,BZ66,VCEP Conservative Growth Select,0
675,2019-07-08,KN63,VCEP ESG U.S. Stock Pool,0
676,2019-07-15,GD89,Institutional Target Retirement 2015,0
677,2019-03-18,GH86,Institutional Target Retirement 2040,0
678,2019-06-18,SC81,Target Retirement 2030,0
679,2020-04-06,RP13,VVIF - Conservative Allocation,0
680,2019-11-26,ID15,VCEP Income Pool Select,0
681,2020-08-04,LS11,VCEP Total Equity,0
682,2019-10-24,UX52,VCEP Total Equity Select,0
683,2019-06-11,AZ74,VCEP Total International Bond Pool Standard,0
684,2019-11-06,FO91,VCEP Growth Select,0
685,2019-11-15,KC47,VCEP Wellington Pool Standard,0
686,2020-06-29,XC71,VVIF - Moderate Allocation Portfolio,0
687,2019-04-29,GH86,Institutional Target Retirement 2040,0
688,2020-09-16,MS87,VCEP ESG U.S. Stock Pool Select,0
689,2019-09-25,FO91,VCEP Growth Select,0
690,2019-04-09,VG84,Target Retirement 2025,0
691,2019-01-30,OM24,Target Retirement Income,0
692,2019-06-28,NL73,STAR,0
693,2020-05-04,GI46,Institutional Target Retirement 2050,0
694,2019-09-27,JI82,Target Retirement 2040 Trust,0
695,2020-01-15,BA68,Target Retirement 2025 Trust,0
696,2020-08-14,GH86,Institutional Target Retirement 2040,0
697,2019-02-06,ID15,VCEP Income Pool Select,0
698,2019-02-04,GD89,Institutional Target Retirement 2015,0
699,2020-09-22,WJ68,LifeStrategy Moderate Growth,0
700,2020-08-11,BA68,Target Retirement 2025 Trust,0
701,2019-12-31,GV13,Target Retirement 2020 Trust,0
702,2020-07-28,GO52,Institutional Target Retirement 2060,0
703,2019-09-13,NQ34,VCEP ESG International Stock Pool Standard,0
704,2019-02-12,GF52,Institutional Target Retirement 2020,0
705,2019-11-01,BJ34,Target Retirement 2045 Trust,0
706,2020-01-15,TP59,VCEP Moderate Growth Select,0
707,2019-03-28,XC71,VVIF - Moderate Allocation Portfolio,0
708,2019-03-21,ZS87,Target Retirement 2055,0
709,2019-09-03,FF72,VCEP Moderate Growth,0
710,2019-09-17,PJ82,Target Retirement 2030 Trust,0
711,2019-12-06,RA76,Target Retirement 2035,0
712,2019-02-25,GF52,Institutional Target Retirement 2020,0
713,2019-08-30,DT81,Target Retirement 2040,0
714,2020-06-04,PJ82,Target Retirement 2030 Trust,0
715,2020-08-31,AZ74,VCEP Total International Bond Pool Standard,0
716,2019-04-01,CE55,VCEP Emerging Markets Stock Select,0
717,2019-09-19,GI46,Institutional Target Retirement 2050,0
718,2020-07-08,GF79,Institutional Target Retirement 2025,0
719,2019-09-11,WJ68,LifeStrategy Moderate Growth,0
720,2019-01-28,ES45,Target Retirement 2060,0
721,2020-10-13,WO29,VCEP ESG Global Stock Pool Standard,0
722,2019-06-06,LF34,VCEP Income Pool Standard,0
723,2020-03-23,IS98,VVIF - Total Stock Market Index,0
724,2019-10-07,ZS87,Target Retirement 2055,0
725,2019-12-02,BX99,VCEP European Stock Select,0
726,2019-02-21,UH89,VCEP Wellington Pool Select,0
727,2019-03-19,GF52,Institutional Target Retirement 2020,0
728,2020-08-05,VD43,Target Retirement 2055 Trust,0
729,2019-03-20,GP68,VCEP Emerging Markets Stock,0
730,2020-10-14,BU54,Target Retirement 2035 Trust,0
731,2020-08-31,MI13,VCEP Money Market Select,0
732,2019-03-21,BJ34,Target Retirement 2045 Trust,0
733,2020-09-23,NQ34,VCEP ESG International Stock Pool Standard,0
734,2020-06-02,ZZ55,Target Retirement 2050 Trust,0
735,2019-12-06,GH72,Institutional Target Retirement 2035,0
736,2020-01-06,GP48,Institutional Target Retirement Income,0
737,2019-06-14,BA68,Target Retirement 2025 Trust,0
738,2019-04-02,TN68,VCEP Total Bond,0
739,2019-09-10,GD89,Institutional Target Retirement 2015,0
740,2019-05-08,MS87,VCEP ESG U.S. Stock Pool Select,0
741,2019-08-20,OM24,Target Retirement Income,0
742,2020-09-03,GI46,Institutional Target Retirement 2050,0
743,2019-07-12,BU54,Target Retirement 2035 Trust,0
744,2020-06-24,JI82,Target Retirement 2040 Trust,0
745,2020-06-05,WQ15,LifeStrategy Growth,0
746,2019-10-16,BJ34,Target Retirement 2045 Trust,0
747,2019-08-09,XQ97,VVIF - Global Bond Index Portfolio,0
748,2019-10-24,ZM95,VCEP Total US Stock Select,0
749,2020-05-22,GO52,Institutional Target Retirement 2060,0
750,2019-03-06,RV91,Target Retirement Income Trust,0
751,2020-01-24,GO58,Institutional Target Retirement 2065,0
752,2020-08-07,NQ34,VCEP ESG International Stock Pool Standard,0
753,2019-11-11,ZM95,VCEP Total US Stock Select,0
754,2019-10-01,CF48,Target Retirement 2050,0
755,2019-06-06,CE55,VCEP Emerging Markets Stock Select,0
756,2019-05-21,LF34,VCEP Income Pool Standard,0
757,2019-07-08,GO52,Institutional Target Retirement 2060,0
758,2020-10-09,GH72,Institutional Target Retirement 2035,0
759,2020-05-05,RK97,VCEP Growth,0
760,2020-08-05,NQ34,VCEP ESG International Stock Pool Standard,0
761,2019-05-13,DT81,Target Retirement 2040,0
762,2019-10-11,ZS87,Target Retirement 2055,0
763,2019-10-14,VD43,Target Retirement 2055 Trust,0
764,2020-01-10,GO52,Institutional Target Retirement 2060,0
765,2019-04-18,TN68,VCEP Total Bond,0
766,2020-09-16,JS33,VCEP Balanced Pool Standard,0
767,2020-08-19,AZ74,VCEP Total International Bond Pool Standard,0
768,2019-03-22,NL73,STAR,0
769,2020-02-24,FF72,VCEP Moderate Growth,0
770,2019-12-30,GX91,Target Retirement 2060 Trust,0
771,2019-09-06,JS33,VCEP Balanced Pool Standard,0
772,2020-10-01,ID15,VCEP Income Pool Select,0
773,2019-09-19,RV91,Target Retirement Income Trust,0
774,2019-02-08,MI13,VCEP Money Market Select,0
775,2019-12-11,AY24,VCEP Short-Term Bond Select,0
776,2019-11-13,TN68,VCEP Total Bond,0
777,2020-08-24,AR74,Target Retirement 2020,0
778,2020-06-24,EZ71,Target Retirement 2015,0
779,2020-05-14,ZZ55,Target Retirement 2050 Trust,0
780,2020-07-22,MK83,VCEP Total Bond Select,0
781,2020-03-31,FO91,VCEP Growth Select,0
782,2020-04-21,AR74,Target Retirement 2020,0
783,2019-03-20,WO29,VCEP ESG Global Stock Pool Standard,0
784,2020-01-31,BZ66,VCEP Conservative Growth Select,0
785,2019-10-16,AR74,Target Retirement 2020,0
786,2019-06-28,PK73,Target Retirement 2045,0
787,2020-06-29,PJ33,Target Retirement 2015 Trust,0
788,2019-04-26,XC71,VVIF - Moderate Allocation Portfolio,0
789,2020-02-14,BX99,VCEP European Stock Select,0
790,2019-09-26,TN68,VCEP Total Bond,0
791,2020-06-05,GQ39,Target Retirement 2065,0
792,2019-12-19,BJ34,Target Retirement 2045 Trust,0
793,2019-03-18,FO91,VCEP Growth Select,0
794,2020-05-14,AZ74,VCEP Total International Bond Pool Standard,0
795,2019-08-09,WO29,VCEP ESG Global Stock Pool Standard,0
796,2019-11-01,BU54,Target Retirement 2035 Trust,0
797,2019-05-16,GI25,Institutional Target Retirement 2045,0
798,2019-01-31,GX91,Target Retirement 2060 Trust,0
799,2019-06-24,XQ97,VVIF - Global Bond Index Portfolio,0
800,2019-06-21,WJ68,LifeStrategy Moderate Growth,0
801,2020-05-15,PJ33,Target Retirement 2015 Trust,0
802,2019-03-13,OM24,Target Retirement Income,0
803,2020-09-30,OM24,Target Retirement Income,0
804,2019-03-12,ZL62,VCEP Total International Stock Select,0
805,2020-01-29,GP48,Institutional Target Retirement Income,0
806,2019-03-26,VX99,VCEP Pacific Stock Select,0
807,2019-08-08,GQ39,Target Retirement 2065,0
808,2019-07-12,AY24,VCEP Short-Term Bond Select,0
809,2019-02-04,ZS87,Target Retirement 2055,0
810,2020-09-22,OR28,VCEP ESG Global Stock Pool Select,0
811,2020-09-18,HB83,VCEP Total US Stock,0
812,2020-06-30,GO52,Institutional Target Retirement 2060,0
813,2019-04-10,FF72,VCEP Moderate Growth,0
814,2019-04-03,GT42,Diversified Equity,0
815,2020-02-04,WJ68,LifeStrategy Moderate Growth,0
816,2020-09-25,KN63,VCEP ESG U.S. Stock Pool,0
817,2019-08-21,FF72,VCEP Moderate Growth,0
818,2020-02-10,IQ22,VCEP European Stock,0
819,2019-08-21,PK73,Target Retirement 2045,0
820,2019-08-20,XC71,VVIF - Moderate Allocation Portfolio,0
821,2019-06-07,OM24,Target Retirement Income,0
822,2019-09-25,PK73,Target Retirement 2045,0
823,2020-05-04,BU54,Target Retirement 2035 Trust,0
824,2020-01-07,MS84,VCEP ESG International Stock Pool Select,0
825,2019-04-24,GT42,Diversified Equity,0
826,2020-06-15,PK73,Target Retirement 2045,0
827,2019-07-10,KD51,VVIF - Total International Stock Market Index,0
828,2020-09-02,VG84,Target Retirement 2025,0
829,2019-03-14,AY24,VCEP Short-Term Bond Select,0
830,2019-07-25,KC47,VCEP Wellington Pool Standard,0
831,2019-11-29,FO91,VCEP Growth Select,0
832,2019-07-23,ES45,Target Retirement 2060,0
833,2020-06-25,ZL62,VCEP Total International Stock Select,0
834,2020-06-24,GV13,Target Retirement 2020 Trust,0
835,2019-10-15,BX99,VCEP European Stock Select,0
836,2019-01-17,FO91,VCEP Growth Select,0
837,2020-02-25,OW53,VCEP Total International Stock,0
838,2019-10-09,KD51,VVIF - Total International Stock Market Index,0
839,2020-03-23,OR28,VCEP ESG Global Stock Pool Select,0
840,2019-08-30,GH72,Institutional Target Retirement 2035,0
841,2020-09-10,EZ71,Target Retirement 2015,0
842,2020-05-07,TP59,VCEP Moderate Growth Select,0
843,2020-07-14,HB83,VCEP Total US Stock,0
844,2019-09-17,CX21,VCEP Money Market,0
845,2019-10-17,BX99,VCEP European Stock Select,0
846,2019-02-26,JS33,VCEP Balanced Pool Standard,0
847,2020-04-24,DT81,Target Retirement 2040,0
848,2020-08-14,HB83,VCEP Total US Stock,0
849,2019-04-08,GI46,Institutional Target Retirement 2050,0
850,2019-09-26,OM24,Target Retirement Income,0
851,2020-03-06,TP59,VCEP Moderate Growth Select,0
852,2019-07-10,UH89,VCEP Wellington Pool Select,0
853,2020-03-13,RP13,VVIF - Conservative Allocation,0
854,2019-06-24,OK18,VCEP Short-Term Bond,0
855,2019-03-20,ZZ55,Target Retirement 2050 Trust,0
856,2019-01-16,CF14,LifeStrategy Conservative Growth,0
857,2020-07-27,FO91,VCEP Growth Select,0
858,2020-02-04,AY24,VCEP Short-Term Bond Select,0
859,2019-05-28,VG84,Target Retirement 2025,0
860,2019-04-01,KN63,VCEP ESG U.S. Stock Pool,0
861,2020-08-27,JI82,Target Retirement 2040 Trust,0
862,2019-08-13,OK18,VCEP Short-Term Bond,0
863,2019-04-26,GD89,Institutional Target Retirement 2015,0
864,2019-09-20,KC47,VCEP Wellington Pool Standard,0
865,2020-09-14,ZM95,VCEP Total US Stock Select,0
866,2019-08-27,ZL62,VCEP Total International Stock Select,0
867,2020-07-30,WJ68,LifeStrategy Moderate Growth,0
868,2020-01-28,KD51,VVIF - Total International Stock Market Index,0
869,2019-04-29,WO29,VCEP ESG Global Stock Pool Standard,0
870,2019-09-04,GH33,Institutional Target Retirement 2030,0
871,2019-02-13,IS98,VVIF - Total Stock Market Index,0
872,2019-12-17,GR73,Target Retirement 2065 Trust,0
873,2019-12-04,SC81,Target Retirement 2030,0
874,2020-06-15,MS84,VCEP ESG International Stock Pool Select,0
875,2020-04-13,GH86,Institutional Target Retirement 2040,0
876,2019-03-13,GI25,Institutional Target Retirement 2045,0
877,2019-05-17,WO29,VCEP ESG Global Stock Pool Standard,0
878,2020-09-18,CF48,Target Retirement 2050,0
879,2019-07-03,EZ71,Target Retirement 2015,0
880,2020-08-04,ZL62,VCEP Total International Stock Select,0
881,2019-11-07,MK83,VCEP Total Bond Select,0
882,2019-09-12,RV91,Target Retirement Income Trust,0
883,2020-03-09,GX91,Target Retirement 2060 Trust,0
884,2019-06-18,ZM95,VCEP Total US Stock Select,0
885,2020-03-27,XQ97,VVIF - Global Bond Index Portfolio,0
886,2019-10-25,ZZ55,Target Retirement 2050 Trust,0
887,2019-04-16,KN63,VCEP ESG U.S. Stock Pool,0
888,2020-10-13,LS11,VCEP Total Equity,0
889,2019-08-23,GP68,VCEP Emerging Markets Stock,0
890,2019-03-11,GO52,Institutional Target Retirement 2060,0
891,2019-05-24,IW95,VCEP Pacific Stock,0
